,customer_id,gender,is_senior_citizen,partner,dependents,phone_service,internet_service,contract_type,payment_type,monthly_charges,total_charges,churn,tenure,is_female,has_churned,has_phone,has_internet,has_phone_and_internet,partner_dependents,no_partners_no_dependents,no_dependents_yes_partners,dependents_no_partners,yes_dependents_and_partners,start_date,average_monthly_charges,validate_monthly_charges,contract_type_desc,phone_type_desc,internet_type_desc,is_auto
3100,4439-YRNVD,Female,0,No,No,0,1,0,Electronic check,$36.25,374.0,No,10,TRUE,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20200620,$36.25,TRUE,Month-to-Month,No Phone Service,DSL,False
3101,4441-NIHPT,Female,1,No,No,1,2,0,Electronic check,$74.30,940.35,Yes,13,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200410,$74.30,TRUE,Month-to-Month,One Line,Fiber Optic,False
3104,4445-ZJNMU,Male,0,No,No,2,2,0,Credit card (automatic),$99.30,918.75,No,9,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200722,$99.30,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
3105,4446-BZKHU,Male,0,Yes,No,2,2,0,Electronic check,$105.55,6281.45,Yes,60,FALSE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20160515,$105.55,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3106,4450-DLLMH,Male,0,No,No,1,2,0,Credit card (automatic),$71.30,157.75,No,2,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210221,$71.30,TRUE,Month-to-Month,One Line,Fiber Optic,True
3107,4450-MDZFX,Male,0,Yes,Yes,2,2,0,Bank transfer (automatic),$74.35,4453.3,No,60,FALSE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20160504,$74.35,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
3108,4450-YOOHP,Female,0,No,No,0,1,0,Credit card (automatic),$50.65,1905.4,No,38,TRUE,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20180312,$50.65,TRUE,Month-to-Month,No Phone Service,DSL,True
3110,4452-QIIEB,Male,0,No,No,1,1,0,Mailed check,$43.90,278.4,No,6,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20201019,$43.90,TRUE,Month-to-Month,One Line,DSL,False
3113,4456-RHSNB,Female,0,Yes,Yes,1,1,0,Bank transfer (automatic),$49.60,962.9,No,19,TRUE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20190917,$49.60,TRUE,Month-to-Month,One Line,DSL,True
3115,4459-BBGHE,Male,0,No,Yes,0,1,0,Electronic check,$44.50,1307.8,No,29,FALSE,FALSE,FALSE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE,20181118,$44.50,TRUE,Month-to-Month,No Phone Service,DSL,False
3116,4462-CYWMH,Male,1,Yes,No,2,2,0,Bank transfer (automatic),$89.80,5629.55,No,63,FALSE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20160209,$89.80,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
3118,4465-VDKIQ,Female,0,No,No,1,2,0,Electronic check,$77.80,1358.6,No,17,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20191115,$77.80,TRUE,Month-to-Month,One Line,Fiber Optic,False
3119,4468-KAZHE,Female,1,Yes,No,1,1,0,Electronic check,$60.00,1259.35,No,21,TRUE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20190731,$60.00,TRUE,Month-to-Month,One Line,DSL,False
3120,4468-YDOVK,Male,0,No,Yes,1,1,0,Bank transfer (automatic),$48.65,235.2,No,5,FALSE,FALSE,TRUE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,20201203,$48.65,TRUE,Month-to-Month,One Line,DSL,True
3121,4471-KXAUH,Female,0,Yes,No,2,2,0,Electronic check,$84.30,3588.4,Yes,43,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20171013,$84.30,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3122,4472-VESGY,Female,0,Yes,Yes,2,2,0,Bank transfer (automatic),$98.15,4993.4,No,51,TRUE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20170202,$98.15,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
3126,4480-QQRHC,Female,1,No,No,1,2,0,Bank transfer (automatic),$74.05,600.15,No,8,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200826,$74.05,TRUE,Month-to-Month,One Line,Fiber Optic,True
3127,4482-EWFMI,Female,0,No,No,1,2,0,Electronic check,$69.70,135.2,No,2,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210301,$69.70,TRUE,Month-to-Month,One Line,Fiber Optic,False
3128,4482-FTFFX,Male,0,No,No,1,1,0,Electronic check,$56.15,291.45,No,5,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20201123,$56.15,TRUE,Month-to-Month,One Line,DSL,False
3129,4484-CGXFK,Female,0,No,No,1,1,0,Electronic check,$55.30,196.15,Yes,4,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210112,$55.30,TRUE,Month-to-Month,One Line,DSL,False
3130,4484-GLZOU,Female,0,Yes,No,2,2,0,Electronic check,$105.05,5624.85,Yes,54,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20161113,$105.05,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3131,4486-EFAEB,Male,0,No,No,1,0,0,Electronic check,$20.40,251.65,No,12,FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20200419,$20.40,TRUE,Month-to-Month,One Line,No Internet Service,False
3134,4488-PSYCG,Male,0,No,No,1,0,0,Bank transfer (automatic),$20.25,327.45,Yes,16,FALSE,TRUE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20191225,$20.25,TRUE,Month-to-Month,One Line,No Internet Service,True
3135,4489-SNOJF,Female,0,Yes,Yes,2,1,0,Electronic check,$72.25,2568.55,Yes,36,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20180514,$72.25,TRUE,Month-to-Month,Two or More Lines,DSL,False
3136,4495-LHSSK,Female,0,No,Yes,2,1,0,Mailed check,$57.65,992.7,No,17,TRUE,FALSE,TRUE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,20191123,$57.65,TRUE,Month-to-Month,Two or More Lines,DSL,False
3138,4501-EQDRN,Female,0,No,No,1,2,0,Bank transfer (automatic),$69.70,69.7,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210330,$69.70,TRUE,Month-to-Month,One Line,Fiber Optic,True
3140,4501-VCPFK,Male,0,No,No,0,1,0,Electronic check,$35.75,1022.5,No,29,FALSE,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20181212,$35.75,TRUE,Month-to-Month,No Phone Service,DSL,False
3141,4503-BDXBD,Male,0,No,No,1,2,0,Electronic check,$74.95,815.5,Yes,11,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200603,$74.95,TRUE,Month-to-Month,One Line,Fiber Optic,False
3142,4504-YOULA,Female,0,Yes,Yes,2,1,0,Credit card (automatic),$59.45,2136.9,No,36,TRUE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20180502,$59.45,TRUE,Month-to-Month,Two or More Lines,DSL,True
3143,4505-EXZHB,Female,1,No,No,1,2,0,Electronic check,$74.40,434.1,Yes,6,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20201103,$74.40,TRUE,Month-to-Month,One Line,Fiber Optic,False
3145,4510-HIMLV,Male,0,No,No,1,2,0,Electronic check,$69.80,69.8,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210330,$69.80,TRUE,Month-to-Month,One Line,Fiber Optic,False
3146,4510-PYUSH,Female,1,No,No,1,1,0,Credit card (automatic),$57.15,2250.65,Yes,39,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20180118,$57.15,TRUE,Month-to-Month,One Line,DSL,True
3147,4512-ZUIYL,Female,0,No,No,1,2,0,Bank transfer (automatic),$70.00,153.05,Yes,2,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210222,$70.00,TRUE,Month-to-Month,One Line,Fiber Optic,True
3149,4514-GFCFI,Female,1,No,No,2,2,0,Electronic check,$84.75,1350.15,Yes,16,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200101,$84.75,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3152,4521-YEEHE,Female,0,Yes,No,2,2,0,Electronic check,$88.85,1594.75,No,18,TRUE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20191101,$88.85,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3153,4522-AKYLR,Female,1,No,No,1,1,0,Electronic check,$54.80,731.3,No,13,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200320,$54.80,TRUE,Month-to-Month,One Line,DSL,False
3155,4523-WXCEF,Female,0,Yes,No,2,2,0,Electronic check,$101.10,6039.9,Yes,60,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20160508,$101.10,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3156,4524-QCSSM,Male,0,No,No,0,1,0,Bank transfer (automatic),$44.65,1156.55,No,26,FALSE,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20190304,$44.65,TRUE,Month-to-Month,No Phone Service,DSL,True
3160,4526-ZJJTM,Female,1,Yes,No,1,2,0,Bank transfer (automatic),$88.40,2191.15,No,25,TRUE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20190407,$88.40,TRUE,Month-to-Month,One Line,Fiber Optic,True
3161,4529-CKBCL,Female,0,No,No,1,2,0,Electronic check,$80.20,146.05,Yes,2,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210305,$80.20,TRUE,Month-to-Month,One Line,Fiber Optic,False
3165,4536-PLEQY,Male,0,Yes,No,1,2,0,Credit card (automatic),$85.05,999.8,No,12,FALSE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20200507,$85.05,TRUE,Month-to-Month,One Line,Fiber Optic,True
3167,4537-DKTAL,Female,0,No,No,1,1,0,Electronic check,$45.55,84.4,No,2,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210304,$45.55,TRUE,Month-to-Month,One Line,DSL,False
3169,4541-RMRLG,Male,0,No,No,1,0,0,Electronic check,$19.25,112.3,Yes,6,FALSE,TRUE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20201103,$19.25,TRUE,Month-to-Month,One Line,No Internet Service,False
3171,4546-FOKWR,Female,0,No,No,2,2,0,Credit card (automatic),$74.75,1129.35,No,15,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200126,$74.75,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
3173,4547-KQRTM,Female,0,No,No,2,2,0,Bank transfer (automatic),$80.05,830.7,Yes,10,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200618,$80.05,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
3174,4547-LYTDD,Female,0,No,No,2,2,0,Electronic check,$72.65,1194.3,Yes,16,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20191216,$72.65,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3175,4548-SDBKE,Female,0,No,No,2,2,0,Electronic check,$85.20,474.8,Yes,6,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20201111,$85.20,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3177,4550-EVXNY,Female,0,No,Yes,1,2,0,Electronic check,$69.65,69.65,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,20210330,$69.65,TRUE,Month-to-Month,One Line,Fiber Optic,False
3178,4550-VBOFE,Male,1,Yes,No,2,2,0,Electronic check,$102.95,7101.5,Yes,69,FALSE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20150801,$102.95,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3179,4553-DVPZG,Female,0,Yes,No,2,2,0,Electronic check,$101.35,6164.7,No,61,TRUE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20160405,$101.35,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3180,4554-YGZIH,Male,1,Yes,No,2,2,0,Credit card (automatic),$90.05,4547.25,Yes,50,FALSE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20170214,$90.05,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
3181,4558-CGYCZ,Male,0,No,No,1,0,0,Mailed check,$19.75,78.3,No,4,FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20201230,$19.75,TRUE,Month-to-Month,One Line,No Internet Service,False
3182,4558-FANTW,Female,0,Yes,Yes,1,2,0,Electronic check,$91.85,1574.45,Yes,17,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20191125,$91.85,TRUE,Month-to-Month,One Line,Fiber Optic,False
3183,4559-UWIHT,Male,0,Yes,No,2,2,0,Electronic check,$82.65,1185.0,No,14,FALSE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20200218,$82.65,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3187,4566-GOLUK,Male,0,Yes,Yes,2,2,0,Bank transfer (automatic),$107.35,5118.95,Yes,48,FALSE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20170510,$107.35,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
3188,4566-NECEV,Male,0,No,No,2,2,0,Electronic check,$96.55,500.1,No,5,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20201123,$96.55,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3189,4566-QVRRW,Female,0,Yes,No,1,1,0,Electronic check,$44.05,483.7,Yes,11,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20200531,$44.05,TRUE,Month-to-Month,One Line,DSL,False
3192,4568-TTZRT,Male,0,No,No,1,0,0,Mailed check,$20.40,181.8,No,9,FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20200801,$20.40,TRUE,Month-to-Month,One Line,No Internet Service,False
3193,4570-QHXHL,Female,0,No,No,1,1,0,Electronic check,$43.75,405.7,No,9,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200721,$43.75,TRUE,Month-to-Month,One Line,DSL,False
3194,4572-DVCGN,Female,0,No,No,1,2,0,Bank transfer (automatic),$80.25,846.0,Yes,11,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200613,$80.25,TRUE,Month-to-Month,One Line,Fiber Optic,True
3198,4580-TMHJU,Female,0,Yes,Yes,1,1,0,Electronic check,$56.15,2499.3,Yes,45,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20170815,$56.15,TRUE,Month-to-Month,One Line,DSL,False
3199,4581-LNWUM,Female,0,No,No,0,1,0,Electronic check,$49.15,649.4,No,13,TRUE,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20200324,$49.15,TRUE,Month-to-Month,No Phone Service,DSL,False
3200,4581-SSPWD,Female,0,No,No,2,2,0,Electronic check,$75.80,246.3,Yes,3,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210121,$75.80,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3201,4583-PARNH,Male,1,Yes,No,1,2,0,Electronic check,$91.55,1540.05,No,17,FALSE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20191205,$91.55,TRUE,Month-to-Month,One Line,Fiber Optic,False
3203,4585-HETAI,Female,0,Yes,Yes,1,2,0,Electronic check,$73.75,325.45,Yes,4,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20201216,$73.75,TRUE,Month-to-Month,One Line,Fiber Optic,False
3204,4587-NUKOX,Female,0,No,No,1,2,0,Electronic check,$79.10,246.5,Yes,3,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210125,$79.10,TRUE,Month-to-Month,One Line,Fiber Optic,False
3205,4587-VVTOX,Female,0,Yes,No,2,2,0,Electronic check,$105.30,545.2,Yes,5,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20201123,$105.30,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3206,4588-YBNIB,Female,0,No,No,1,0,0,Mailed check,$19.60,19.6,Yes,1,TRUE,TRUE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20210330,$19.60,TRUE,Month-to-Month,One Line,No Internet Service,False
3208,4592-IWTJI,Female,0,Yes,Yes,0,1,0,Credit card (automatic),$29.70,91.7,Yes,3,TRUE,TRUE,FALSE,TRUE,FALSE,3,FALSE,FALSE,FALSE,TRUE,20210126,$29.70,TRUE,Month-to-Month,No Phone Service,DSL,True
3210,4597-NUCQV,Male,1,No,No,2,2,0,Electronic check,$101.25,2440.15,Yes,24,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20190427,$101.25,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3211,4598-XLKNJ,Female,1,Yes,No,1,2,0,Electronic check,$98.50,2514.5,Yes,26,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20190315,$98.50,TRUE,Month-to-Month,One Line,Fiber Optic,False
3213,4603-JANFB,Male,0,No,No,1,2,0,Electronic check,$69.85,69.85,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210330,$69.85,TRUE,Month-to-Month,One Line,Fiber Optic,False
3215,4608-LCIMN,Male,0,Yes,Yes,1,1,0,Bank transfer (automatic),$44.65,369.15,No,8,FALSE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20200821,$44.65,TRUE,Month-to-Month,One Line,DSL,True
3218,4612-SSVHJ,Female,1,No,No,1,2,0,Electronic check,$81.45,1671.6,No,21,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20190814,$81.45,TRUE,Month-to-Month,One Line,Fiber Optic,False
3220,4614-NUVZD,Female,0,No,No,1,2,0,Electronic check,$81.10,81.1,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210330,$81.10,TRUE,Month-to-Month,One Line,Fiber Optic,False
3226,4623-ZKHLY,Male,0,Yes,No,1,0,0,Bank transfer (automatic),$20.45,471.55,No,23,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE,20190529,$20.45,TRUE,Month-to-Month,One Line,No Internet Service,True
3227,4625-EWPTF,Male,0,No,No,0,1,0,Electronic check,$30.45,226.45,Yes,7,FALSE,TRUE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20200915,$30.45,TRUE,Month-to-Month,No Phone Service,DSL,False
3230,4626-GYCZP,Male,0,No,No,2,2,0,Electronic check,$93.85,635.6,Yes,7,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20201006,$93.85,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3233,4628-CTTLA,Male,0,No,No,0,1,0,Electronic check,$39.30,2111.45,Yes,54,FALSE,TRUE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20161107,$39.30,TRUE,Month-to-Month,No Phone Service,DSL,False
3235,4629-NRXKX,Female,0,Yes,Yes,1,2,0,Electronic check,$70.40,147.15,Yes,2,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20210225,$70.40,TRUE,Month-to-Month,One Line,Fiber Optic,False
3236,4631-OACRM,Male,1,No,No,1,2,0,Electronic check,$79.40,1156.1,Yes,15,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200212,$79.40,TRUE,Month-to-Month,One Line,Fiber Optic,False
3239,4633-MKHYU,Female,0,No,No,1,2,0,Mailed check,$88.40,788.6,No,9,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200801,$88.40,TRUE,Month-to-Month,One Line,Fiber Optic,False
3240,4634-JLRJT,Female,0,No,No,1,0,0,Mailed check,$20.35,20.35,No,1,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20210330,$20.35,TRUE,Month-to-Month,One Line,No Internet Service,False
3242,4636-JGAAI,Male,0,Yes,No,2,2,0,Mailed check,$88.85,3000.25,No,34,FALSE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20180707,$88.85,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3244,4636-QRJKY,Female,0,Yes,Yes,2,2,0,Electronic check,$80.50,502.85,Yes,6,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20201021,$80.50,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3246,4640-UHDOS,Female,0,Yes,Yes,1,1,0,Electronic check,$55.95,734.35,Yes,13,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20200326,$55.95,TRUE,Month-to-Month,One Line,DSL,False
3250,4646-QZXTF,Female,0,Yes,No,1,1,0,Bank transfer (automatic),$81.25,580.1,No,7,TRUE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20200924,$81.25,TRUE,Month-to-Month,One Line,DSL,True
3251,4647-MUZON,Female,0,Yes,No,1,2,0,Credit card (automatic),$95.95,1745.5,No,18,TRUE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20191024,$95.95,TRUE,Month-to-Month,One Line,Fiber Optic,True
3252,4647-XXZAM,Female,0,Yes,Yes,1,1,0,Mailed check,$45.50,285.2,No,6,TRUE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20201021,$45.50,TRUE,Month-to-Month,One Line,DSL,False
3254,4652-NNHNY,Male,0,Yes,No,2,2,0,Bank transfer (automatic),$73.85,1284.2,Yes,17,FALSE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20191118,$73.85,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
3260,4657-FWVFY,Female,0,Yes,Yes,2,2,0,Credit card (automatic),$96.35,3915.4,No,41,TRUE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20171210,$96.35,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
3261,4658-HCOHW,Female,0,Yes,Yes,1,2,0,Electronic check,$102.80,2110.15,Yes,21,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20190814,$102.80,TRUE,Month-to-Month,One Line,Fiber Optic,False
3262,4659-NZRUF,Female,0,No,No,2,2,0,Electronic check,$95.15,1789.25,Yes,19,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20191006,$95.15,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3263,4660-IRIBM,Male,0,Yes,Yes,1,2,0,Mailed check,$87.90,1500.5,No,17,FALSE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20191127,$87.90,TRUE,Month-to-Month,One Line,Fiber Optic,False
3264,4661-NJEUX,Male,0,No,No,1,0,0,Mailed check,$20.05,20.05,No,1,FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20210330,$20.05,TRUE,Month-to-Month,One Line,No Internet Service,False
3265,4662-EKDPQ,Male,0,No,No,2,1,0,Bank transfer (automatic),$62.05,118.3,Yes,2,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210303,$62.05,TRUE,Month-to-Month,Two or More Lines,DSL,True
3267,4667-OHGKG,Male,0,No,No,1,0,0,Mailed check,$19.30,19.3,Yes,1,FALSE,TRUE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20210330,$19.30,TRUE,Month-to-Month,One Line,No Internet Service,False
3270,4671-LXRDQ,Male,0,No,No,1,1,0,Mailed check,$45.00,96.45,Yes,2,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210223,$45.00,TRUE,Month-to-Month,One Line,DSL,False
3272,4672-FOTSD,Male,0,No,No,2,1,0,Electronic check,$67.25,832.3,No,12,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200418,$67.25,TRUE,Month-to-Month,Two or More Lines,DSL,False
3273,4673-KKSLS,Female,0,No,No,1,2,0,Electronic check,$87.60,2724.25,No,31,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20180927,$87.60,TRUE,Month-to-Month,One Line,Fiber Optic,False
3277,4678-DVQEO,Female,0,No,No,1,1,0,Electronic check,$52.20,52.2,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210330,$52.20,TRUE,Month-to-Month,One Line,DSL,False
3278,4680-KUTAJ,Female,1,No,No,2,1,0,Electronic check,$55.60,580.8,No,10,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200616,$55.60,TRUE,Month-to-Month,Two or More Lines,DSL,False
3284,4686-UXDML,Female,0,No,No,2,2,0,Credit card (automatic),$99.85,1992.55,No,20,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20190901,$99.85,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
